Q3,Q4,Q5,Q6,Q7_Part_1,Q7_Part_2,Q7_Part_3,Q7_Part_4,Q7_Part_5,Q7_Part_6,Q7_Part_7,Q7_Part_8,Q7_Part_9,Q7_Part_10,Q7_Part_11,Q7_Part_12,Q7_OTHER,Q8,Q17_Part_1,Q17_Part_2,Q17_Part_3,Q17_Part_4,Q17_Part_5,Q17_Part_6,Q17_Part_7,Q17_Part_8,Q17_Part_9,Q17_Part_10,Q17_Part_11,Q17_OTHER,Q24,lower,higher
Other,Master’s degree,Business Analyst,1-2 years,Python,,,,,,,,,,,,,Python,,,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,Evolutionary Approaches,,Convolutional Neural Networks,,,,,,50000-59999,50000.0,59999.0
India,Master’s degree,Student,1-2 years,Python,,,,,,,,,,,,,Python,Linear or Logistic Regression,,,,,,Convolutional Neural Networks,,,,,,,,
Other,No formal education past high school,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Master’s degree,Data Analyst,1-2 years,Python,,SQL,,,,,,,,,,,Python,,,,,,,,,,,,,7500-9999,7500.0,9999.0
India,Master’s degree,Student,< 1 years,Python,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Mexico,Bachelor’s degree,Other,10-20 years,Python,,,,,Java,Javascript,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,,,,,,,,70000-79999,70000.0,79999.0
Sri Lanka,Bachelor’s degree,Student,< 1 years,,,,C,,,,,,,,,,R,,,,,,,,,,,,,,,
Portugal,Master’s degree,Student,3-5 years,Python,R,,,,Java,,,,,,,,Python,,,,,,,,,,,None,,,,
India,Bachelor’s degree,Software Engineer,1-2 years,Python,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,No formal education past high school,Other,1-2 years,Python,R,SQL,,,,Javascript,,,,,,,R,,,,,,,,,,,,,40000-49999,40000.0,49999.0
United States of America,Master’s degree,Data Scientist,10-20 years,Python,R,SQL,,,,,,,,MATLAB,,,R,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,Evolutionary Approaches,,Convolutional Neural Networks,Generative Adversarial Networks,Recurrent Neural Networks,,,,150000-199999,150000.0,199999.0
India,Professional degree,DBA/Database Engineer,20+ years,Python,,SQL,C,C++,Java,,,,,,,Other,C,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,15000-19999,15000.0,19999.0
United States of America,Master’s degree,Software Engineer,5-10 years,Python,R,SQL,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,,,,,125000-149999,125000.0,149999.0
Australia,Bachelor’s degree,Currently not employed,< 1 years,,,SQL,C,C++,Java,,,,,,,,Python,Linear or Logistic Regression,,,,,,,,,,,,,,
Russia,Master’s degree,Data Scientist,5-10 years,Python,,SQL,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,Convolutional Neural Networks,,,,,,20000-24999,20000.0,24999.0
India,Bachelor’s degree,Business Analyst,5-10 years,Python,R,SQL,,,,,,,Bash,,,,SQL,Linear or Logistic Regression,,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,Convolutional Neural Networks,,,,,,10000-14999,10000.0,14999.0
Poland,Master’s degree,Other,1-2 years,,,SQL,,,,,,,,,,,SQL,,,,,,,,,,,,,30000-39999,30000.0,39999.0
United States of America,Bachelor’s degree,Business Analyst,< 1 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bachelor’s degree,Currently not employed,1-2 years,Python,,,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,,,,,,
United States of America,Bachelor’s degree,Software Engineer,3-5 years,Python,,,,,,,,,Bash,,,Other,SQL,Linear or Logistic Regression,,,,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,,,,,80000-89999,80000.0,89999.0
China,Bachelor’s degree,Student,1-2 years,Python,,,,,,,,,,MATLAB,,,Python,,,,,,,,,,,None,,,,
Peru,Master’s degree,Currently not employed,< 1 years,,,,,,,,,,,MATLAB,,,Python,,,,,,,,,,,,,,,
India,Bachelor’s degree,Currently not employed,1-2 years,Python,R,,,,,,,,,,,,R,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,,,,,,,,,
United States of America,Master’s degree,Data Engineer,3-5 years,Python,,,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,80000-89999,80000.0,89999.0
Australia,Master’s degree,Other,1-2 years,Python,,,,,,,,,,,,,Python,,,,,,,Convolutional Neural Networks,,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,,70000-79999,70000.0,79999.0
India,Master’s degree,Business Analyst,< 1 years,,,,,,,,,,,,,Other,Python,Linear or Logistic Regression,,,,,,,,,,,,20000-24999,20000.0,24999.0
United States of America,Bachelor’s degree,Other,1-2 years,Python,,SQL,,,,,,,,,,,Python,Linear or Logistic Regression,,,,,,,,,,,,125000-149999,125000.0,149999.0
Other,Doctoral degree,Research Scientist,< 1 years,Python,R,,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,,,,,,,,,
United States of America,Doctoral degree,Other,10-20 years,,R,,,,,,,,,,,,R,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,70000-79999,70000.0,79999.0
Nigeria,Professional degree,Currently not employed,< 1 years,Python,,,,,,Javascript,,,,MATLAB,,,Python,,,,,,,,,,,,,,,
Other,Master’s degree,Software Engineer,3-5 years,Python,,SQL,,C++,Java,Javascript,,,Bash,,,,Python,Linear or Logistic Regression,,,,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,Generative Adversarial Networks,Recurrent Neural Networks,,,,25000-29999,25000.0,29999.0
India,Doctoral degree,Other,10-20 years,Python,R,SQL,,,Java,Javascript,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,Convolutional Neural Networks,,,,,,70000-79999,70000.0,79999.0
Russia,Some college/university study without earning a bachelor’s degree,Software Engineer,10-20 years,,,,,,Java,Javascript,,,,,,Other,Other,,,,,,"Dense Neural Networks (MLPs, etc)",,,,,,,7500-9999,7500.0,9999.0
India,Master’s degree,Data Scientist,5-10 years,Python,,,,,,,,,,,,Other,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,Convolutional Neural Networks,,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,,10000-14999,10000.0,14999.0
India,Bachelor’s degree,Currently not employed,< 1 years,Python,,SQL,,,,,,,,,,,R,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,R,,,,,,,,,,,Other,Python,,,,,,,,,,,,,,,
France,Bachelor’s degree,Other,< 1 years,Python,,,,,,,,,,,,,Other,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,,,,,,,,70000-79999,70000.0,79999.0
Other,Bachelor’s degree,Currently not employed,1-2 years,Python,,,,,Java,,,,Bash,,,Other,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,Convolutional Neural Networks,,Recurrent Neural Networks,,,,,,
Other,Master’s degree,Software Engineer,5-10 years,Python,,SQL,C,C++,Java,Javascript,,Swift,Bash,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,20000-24999,20000.0,24999.0
Italy,Master’s degree,Data Analyst,10-20 years,Python,,,,,,,,,,,,Other,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,Convolutional Neural Networks,,Recurrent Neural Networks,,,,50000-59999,50000.0,59999.0
Other,Master’s degree,Data Scientist,3-5 years,Python,R,SQL,,,,,Julia,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,,,,,10000-14999,10000.0,14999.0
United States of America,Bachelor’s degree,Student,3-5 years,Python,,SQL,,,Java,Javascript,,,,,,,Python,Linear or Logistic Regression,,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,Recurrent Neural Networks,,,,,,
Portugal,Some college/university study without earning a bachelor’s degree,Student,1-2 years,Python,,,,,,,,,,,,,Python,,,,,,,,,,,None,,,,
Indonesia,Bachelor’s degree,Student,1-2 years,Python,R,SQL,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Netherlands,Master’s degree,Product/Project Manager,5-10 years,Python,,SQL,,,,,,,Bash,,,,Python,Linear or Logistic Regression,,,Bayesian Approaches,,,,,,,,,100000-124999,100000.0,124999.0
United States of America,Master’s degree,Data Scientist,1-2 years,Python,,SQL,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,,,,,,Other,100000-124999,100000.0,124999.0
India,Bachelor’s degree,Student,1-2 years,Python,,,C,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,Convolutional Neural Networks,,,,,,,,
India,Professional degree,Student,< 1 years,Python,,,,,Java,,,,,,,,Python,,,,,,,,,,,,,,,
India,Master’s degree,Product/Project Manager,< 1 years,Python,,,,,,,,,,,,,Python,,,,,,,,,,,None,,40000-49999,40000.0,49999.0
Netherlands,Bachelor’s degree,Other,5-10 years,Python,R,SQL,,,,,,,Bash,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",,,,,,,100000-124999,100000.0,124999.0
Spain,Master’s degree,Data Scientist,5-10 years,Python,,,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,,,,,,,25000-29999,25000.0,29999.0
Spain,Master’s degree,Data Scientist,3-5 years,Python,R,SQL,,,,,,,,MATLAB,,,Python,,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,,,,70000-79999,70000.0,79999.0
Nigeria,Some college/university study without earning a bachelor’s degree,Currently not employed,< 1 years,Python,,,,,Java,Javascript,,,,,,,Swift,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,20+ years,Python,R,,,,Java,Javascript,,,,MATLAB,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,,,,,,,150000-199999,150000.0,199999.0
India,Doctoral degree,Student,1-2 years,Python,,SQL,C,C++,Java,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,,,
India,Bachelor’s degree,Currently not employed,3-5 years,Python,,SQL,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,Convolutional Neural Networks,,,,,,,,
United States of America,Some college/university study without earning a bachelor’s degree,Software Engineer,5-10 years,Python,,SQL,,,,Javascript,,,,,,Other,Python,,,,,,,,,,,,,,,
Other,Bachelor’s degree,Student,< 1 years,,,SQL,C,,,Javascript,,,,,,,Python,,,,,,,,,,,,,,,
India,Master’s degree,Student,< 1 years,,,,,,,,,,,,None,,Python,,,,,,,,,,,,,,,
India,Bachelor’s degree,Currently not employed,< 1 years,Python,R,SQL,,,,,,,,MATLAB,,,Python,,,,,,,,,,,,,,,
Germany,Doctoral degree,Research Scientist,5-10 years,Python,R,,,,,,,,,MATLAB,,,Bash,Linear or Logistic Regression,,,Bayesian Approaches,,,Convolutional Neural Networks,,Recurrent Neural Networks,,,,15000-19999,15000.0,19999.0
"Iran, Islamic Republic of...",Doctoral degree,Student,< 1 years,Python,,,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,,,,,,,,,,
India,Bachelor’s degree,Student,1-2 years,Python,,,C,,,,,,,,,,C++,,,,,,,,,,,,,,,
India,Master’s degree,Student,< 1 years,Python,,,,,,,,,,MATLAB,,,Python,,,,,,,,,,,,,,,
Other,Master’s degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,Bachelor’s degree,Data Analyst,5-10 years,,R,SQL,,,,,,,,,,,R,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,90000-99999,90000.0,99999.0
Japan,Master’s degree,Data Scientist,1-2 years,Python,,,,,,,,,,,,,Python,,,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,Convolutional Neural Networks,,Recurrent Neural Networks,,,,5000-7499,5000.0,7499.0
China,Master’s degree,Software Engineer,3-5 years,,,,,,Java,,,,,,,,MATLAB,,,,,,,,,,"Transformer Networks (BERT, gpt-3, etc)",,,5000-7499,5000.0,7499.0
India,Master’s degree,Student,< 1 years,Python,,,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,Convolutional Neural Networks,,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,,,,
India,Bachelor’s degree,Business Analyst,1-2 years,Python,,SQL,,C++,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,,,,,,,15000-19999,15000.0,19999.0
Mexico,Master’s degree,Data Analyst,20+ years,Python,,SQL,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,,,,,,,,15000-19999,15000.0,19999.0
India,Bachelor’s degree,Student,3-5 years,Python,,,C,,Java,,,,,MATLAB,,,Python,,Decision Trees or Random Forests,,,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,,,,,,
Other,Bachelor’s degree,Software Engineer,10-20 years,Python,,SQL,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,Convolutional Neural Networks,Generative Adversarial Networks,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,,15000-19999,15000.0,19999.0
Japan,No formal education past high school,Product/Project Manager,1-2 years,,,,,C++,Java,,,,,,,,Python,,,,,,,,,,,,,,,
India,Bachelor’s degree,Student,1-2 years,Python,,,C,C++,Java,,,,,,,,Python,,,,,,,,,,,,,,,
India,Some college/university study without earning a bachelor’s degree,Student,3-5 years,Python,,,,C++,Java,,,,,,,,Python,,,,,,,,,,,,,,,
Sweden,Bachelor’s degree,Business Analyst,20+ years,,,,,,,,,,,,None,,Other,,,,,,,,,,,None,,40000-49999,40000.0,49999.0
India,Master’s degree,Student,5-10 years,Python,,,,,Java,,,,,,,,Python,,,,,,,,,,,,,,,
Japan,Doctoral degree,Software Engineer,1-2 years,Python,,,C,C++,,,,,,,,,C,,,,,,,Convolutional Neural Networks,,Recurrent Neural Networks,,,,70000-79999,70000.0,79999.0
United States of America,Master’s degree,Data Scientist,20+ years,Python,,,,,,,,,,,,Other,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,200000-249999,200000.0,249999.0
Other,Master’s degree,Machine Learning Engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Master’s degree,Student,< 1 years,Python,,SQL,,,,,,,,,,,Python,Linear or Logistic Regression,,,,,,,,,,,,,,
Belarus,Bachelor’s degree,Other,1-2 years,Python,R,SQL,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,,,,,,,,5000-7499,5000.0,7499.0
Mexico,Master’s degree,Product/Project Manager,20+ years,,,,,,,,,,,,,Other,Python,,Decision Trees or Random Forests,,,,,,,,,,,250000-299999,250000.0,299999.0
Nigeria,Bachelor’s degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,Master’s degree,Business Analyst,1-2 years,,,SQL,,,,,,,,,,,Python,,,,,,,,,,,,,30000-39999,30000.0,39999.0
United States of America,Bachelor’s degree,Software Engineer,5-10 years,Python,,SQL,,,Java,,,,,,,,Python,,,,,,,,,,,,Other,150000-199999,150000.0,199999.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Product/Project Manager,1-2 years,Python,,,,,Java,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,,,
India,Bachelor’s degree,Student,< 1 years,,,,C,,Java,,,,,,,,Python,,,,,,,,,,,,,,,
China,Master’s degree,Research Scientist,10-20 years,Python,,,,,Java,,,,,,,,Python,,,,,,,,,,,,,,,
South Korea,Doctoral degree,Research Scientist,5-10 years,Python,,,C,,,,,,,MATLAB,,,Python,,,,,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,,,,40000-49999,40000.0,49999.0
India,I prefer not to answer,Currently not employed,3-5 years,Python,,SQL,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,,,,,,,
India,Bachelor’s degree,Business Analyst,< 1 years,Python,,,,C++,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,Convolutional Neural Networks,,,,,,,,
United States of America,Master’s degree,Business Analyst,< 1 years,,,,,,,,,,,,None,,Python,,,,,,,,,,,,,50000-59999,50000.0,59999.0
Italy,Bachelor’s degree,Student,1-2 years,,,,,,,,,,,,None,,Python,,,,,,,,,,,None,,,,
Germany,Master’s degree,Machine Learning Engineer,20+ years,Python,,SQL,,C++,,,,,,,,Other,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,,,,,100000-124999,100000.0,124999.0
India,Bachelor’s degree,Student,< 1 years,Python,,,C,C++,Java,Javascript,,,,,,,Java,,,,,,,,,,,None,,,,
India,Bachelor’s degree,Student,3-5 years,Python,,,C,,Java,,,,,,,,Python,Linear or Logistic Regression,,,,,"Dense Neural Networks (MLPs, etc)",,,,"Transformer Networks (BERT, gpt-3, etc)",,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,Some college/university study without earning a bachelor’s degree,Other,1-2 years,Python,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Other,10-20 years,Python,,SQL,,,,,,,Bash,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",,,,,,,50000-59999,50000.0,59999.0
Brazil,Master’s degree,Software Engineer,3-5 years,Python,R,SQL,,,Java,Javascript,,,,,,,R,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",,,,,,,20000-24999,20000.0,24999.0
United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Other,< 1 years,Python,,,,,,,,,,,,,Python,,,,,,,,,,,,,15000-19999,15000.0,19999.0
Brazil,Bachelor’s degree,Student,3-5 years,Python,,,,,,,,,,MATLAB,,,Python,,,,,,,,,,,,,,,
Russia,Master’s degree,Data Scientist,20+ years,Python,R,,,C++,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,Convolutional Neural Networks,,,"Transformer Networks (BERT, gpt-3, etc)",,,5000-7499,5000.0,7499.0
Japan,Bachelor’s degree,Research Scientist,1-2 years,Python,,,,,,,,,,,,,Python,Linear or Logistic Regression,,,,,,Convolutional Neural Networks,,,,,,30000-39999,30000.0,39999.0
South Korea,Bachelor’s degree,Student,3-5 years,Python,,SQL,C,C++,,,,,,,,,C++,Linear or Logistic Regression,,,,,,,,,,,,,,
United States of America,Master’s degree,Data Engineer,5-10 years,Python,,,,,,,,,,MATLAB,,,Python,,,,,,,,,,,,,,,
