Q3,Q4,Q5,Q6,prog_lang,selected_lang
India,Bachelor’s degree,Student,< 1 years,Q7_Part_4,C
India,Doctoral degree,Research Scientist,1-2 years,Q7_Part_4,C
China,Master’s degree,Student,3-5 years,Q7_Part_4,C
Brazil,Bachelor’s degree,Data Engineer,1-2 years,Q7_Part_4,C
Canada,Master’s degree,Data Scientist,1-2 years,Q7_Part_4,C
France,Master’s degree,Software Engineer,3-5 years,Q7_Part_4,C
Thailand,Doctoral degree,Data Scientist,20+ years,Q7_Part_4,C
India,Bachelor’s degree,Student,1-2 years,Q7_Part_4,C
United States of America,Doctoral degree,Currently not employed,10-20 years,Q7_Part_4,C
Kenya,Some college/university study without earning a bachelor’s degree,Student,1-2 years,Q7_Part_4,C
India,Bachelor’s degree,Student,1-2 years,Q7_Part_4,C
Republic of Korea,Bachelor’s degree,Data Engineer,< 1 years,Q7_Part_4,C
India,Master’s degree,Student,3-5 years,Q7_Part_4,C
India,Bachelor’s degree,Student,1-2 years,Q7_Part_4,C
China,Bachelor’s degree,Student,< 1 years,Q7_Part_4,C
India,Professional degree,Software Engineer,3-5 years,Q7_Part_4,C
Morocco,Master’s degree,Software Engineer,1-2 years,Q7_Part_4,C
India,Some college/university study without earning a bachelor’s degree,Student,5-10 years,Q7_Part_4,C
India,Master’s degree,Data Scientist,3-5 years,Q7_Part_4,C
Spain,Master’s degree,Software Engineer,20+ years,Q7_Part_4,C
India,Bachelor’s degree,Machine Learning Engineer,3-5 years,Q7_Part_4,C
Morocco,Bachelor’s degree,Student,3-5 years,Q7_Part_4,C
India,Bachelor’s degree,Student,1-2 years,Q7_Part_4,C
Italy,Doctoral degree,Research Scientist,20+ years,Q7_Part_4,C
India,Doctoral degree,Currently not employed,5-10 years,Q7_Part_4,C
Taiwan,Master’s degree,Currently not employed,3-5 years,Q7_Part_4,C
Japan,Some college/university study without earning a bachelor’s degree,Student,1-2 years,Q7_Part_4,C
Bangladesh,Master’s degree,Student,5-10 years,Q7_Part_4,C
United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Software Engineer,20+ years,Q7_Part_4,C
Morocco,Master’s degree,Student,1-2 years,Q7_Part_4,C
France,Professional degree,Other,3-5 years,Q7_Part_4,C
Mexico,Master’s degree,Product/Project Manager,5-10 years,Q7_Part_4,C
United States of America,Master’s degree,Data Scientist,5-10 years,Q7_Part_4,C
India,Master’s degree,Student,3-5 years,Q7_Part_4,C
China,Master’s degree,Machine Learning Engineer,5-10 years,Q7_Part_4,C
India,Master’s degree,Student,5-10 years,Q7_Part_4,C
India,Master’s degree,Student,< 1 years,Q7_Part_4,C
India,Doctoral degree,Data Analyst,5-10 years,Q7_Part_4,C
India,Doctoral degree,Other,10-20 years,Q7_Part_4,C
India,Master’s degree,Data Analyst,3-5 years,Q7_Part_4,C
India,Bachelor’s degree,Currently not employed,< 1 years,Q7_Part_4,C
Japan,No formal education past high school,Software Engineer,20+ years,Q7_Part_4,C
India,Master’s degree,Data Scientist,5-10 years,Q7_Part_4,C
India,Professional degree,Software Engineer,5-10 years,Q7_Part_4,C
India,Master’s degree,Research Scientist,3-5 years,Q7_Part_4,C
India,Master’s degree,Currently not employed,5-10 years,Q7_Part_4,C
China,Doctoral degree,Research Scientist,5-10 years,Q7_Part_4,C
Tunisia,I prefer not to answer,Student,1-2 years,Q7_Part_4,C
India,Bachelor’s degree,Currently not employed,1-2 years,Q7_Part_4,C
Turkey,Master’s degree,Student,1-2 years,Q7_Part_4,C
India,Doctoral degree,Research Scientist,20+ years,Q7_Part_4,C
India,Bachelor’s degree,Other,1-2 years,Q7_Part_4,C
Turkey,Bachelor’s degree,Student,3-5 years,Q7_Part_4,C
United States of America,Master’s degree,Software Engineer,20+ years,Q7_Part_4,C
United Arab Emirates,Master’s degree,Research Scientist,3-5 years,Q7_Part_4,C
India,Professional degree,Other,3-5 years,Q7_Part_4,C
Tunisia,Professional degree,Data Engineer,5-10 years,Q7_Part_4,C
India,Bachelor’s degree,Student,1-2 years,Q7_Part_4,C
Other,Bachelor’s degree,Student,1-2 years,Q7_Part_4,C
United States of America,Master’s degree,Student,3-5 years,Q7_Part_4,C
India,Bachelor’s degree,Student,1-2 years,Q7_Part_4,C
India,Bachelor’s degree,Student,< 1 years,Q7_Part_4,C
India,Bachelor’s degree,Software Engineer,5-10 years,Q7_Part_4,C
India,Bachelor’s degree,Machine Learning Engineer,1-2 years,Q7_Part_4,C
Canada,Doctoral degree,Machine Learning Engineer,10-20 years,Q7_Part_4,C
Singapore,Master’s degree,Other,20+ years,Q7_Part_4,C
India,Master’s degree,Student,5-10 years,Q7_Part_4,C
Other,Master’s degree,Research Scientist,10-20 years,Q7_Part_4,C
India,Bachelor’s degree,Student,5-10 years,Q7_Part_4,C
Other,Doctoral degree,Currently not employed,20+ years,Q7_Part_4,C
United States of America,Some college/university study without earning a bachelor’s degree,Student,< 1 years,Q7_Part_4,C
Sri Lanka,Master’s degree,Research Scientist,5-10 years,Q7_Part_4,C
United States of America,Some college/university study without earning a bachelor’s degree,Student,5-10 years,Q7_Part_4,C
Italy,Professional degree,Software Engineer,20+ years,Q7_Part_4,C
India,Bachelor’s degree,Student,< 1 years,Q7_Part_4,C
Indonesia,Bachelor’s degree,Machine Learning Engineer,3-5 years,Q7_Part_4,C
India,Bachelor’s degree,Currently not employed,1-2 years,Q7_Part_4,C
India,Bachelor’s degree,Machine Learning Engineer,3-5 years,Q7_Part_4,C
Switzerland,Master’s degree,Software Engineer,3-5 years,Q7_Part_4,C
Other,Master’s degree,Currently not employed,1-2 years,Q7_Part_4,C
India,Bachelor’s degree,Student,< 1 years,Q7_Part_4,C
India,Bachelor’s degree,Student,3-5 years,Q7_Part_4,C
India,Master’s degree,Student,3-5 years,Q7_Part_4,C
India,Master’s degree,Machine Learning Engineer,3-5 years,Q7_Part_4,C
India,Bachelor’s degree,Student,1-2 years,Q7_Part_4,C
Malaysia,Master’s degree,Student,3-5 years,Q7_Part_4,C
India,Bachelor’s degree,Student,1-2 years,Q7_Part_4,C
Tunisia,Professional degree,Other,3-5 years,Q7_Part_4,C
India,Bachelor’s degree,Student,3-5 years,Q7_Part_4,C
United States of America,Bachelor’s degree,Other,1-2 years,Q7_Part_4,C
Taiwan,Master’s degree,Data Engineer,< 1 years,Q7_Part_4,C
India,Master’s degree,Research Scientist,5-10 years,Q7_Part_4,C
India,Master’s degree,Student,1-2 years,Q7_Part_4,C
India,Master’s degree,Other,< 1 years,Q7_Part_4,C
Greece,Master’s degree,Other,20+ years,Q7_Part_4,C
India,Bachelor’s degree,Student,< 1 years,Q7_Part_4,C
China,Master’s degree,Student,1-2 years,Q7_Part_4,C
Other,Master’s degree,Machine Learning Engineer,5-10 years,Q7_Part_4,C
India,Bachelor’s degree,Student,1-2 years,Q7_Part_4,C
Sri Lanka,Bachelor’s degree,Currently not employed,< 1 years,Q7_Part_4,C
Brazil,Bachelor’s degree,Research Scientist,3-5 years,Q7_Part_4,C
Saudi Arabia,Master’s degree,Student,5-10 years,Q7_Part_4,C
India,Doctoral degree,Other,5-10 years,Q7_Part_4,C
India,Bachelor’s degree,Student,< 1 years,Q7_Part_4,C
India,Master’s degree,Machine Learning Engineer,3-5 years,Q7_Part_4,C
Viet Nam,Bachelor’s degree,Software Engineer,3-5 years,Q7_Part_4,C
Italy,Bachelor’s degree,Student,3-5 years,Q7_Part_4,C
Italy,Master’s degree,Student,< 1 years,Q7_Part_4,C
Italy,Master’s degree,Student,3-5 years,Q7_Part_4,C
India,Bachelor’s degree,Student,3-5 years,Q7_Part_4,C
India,Some college/university study without earning a bachelor’s degree,Student,< 1 years,Q7_Part_4,C
Indonesia,Master’s degree,Machine Learning Engineer,3-5 years,Q7_Part_4,C
India,Bachelor’s degree,Student,3-5 years,Q7_Part_4,C
India,Some college/university study without earning a bachelor’s degree,Student,3-5 years,Q7_Part_4,C
India,Bachelor’s degree,Student,1-2 years,Q7_Part_4,C
India,I prefer not to answer,Currently not employed,3-5 years,Q7_Part_4,C
Pakistan,Doctoral degree,Machine Learning Engineer,3-5 years,Q7_Part_4,C
South Korea,Master’s degree,Software Engineer,10-20 years,Q7_Part_4,C
Morocco,Doctoral degree,Data Engineer,3-5 years,Q7_Part_4,C
Egypt,Bachelor’s degree,Data Analyst,3-5 years,Q7_Part_4,C
Other,Doctoral degree,Student,3-5 years,Q7_Part_4,C
India,Bachelor’s degree,Student,< 1 years,Q7_Part_4,C
Switzerland,Bachelor’s degree,Product/Project Manager,3-5 years,Q7_Part_4,C
India,I prefer not to answer,Student,1-2 years,Q7_Part_4,C
India,Bachelor’s degree,Student,1-2 years,Q7_Part_4,C
Other,Bachelor’s degree,Machine Learning Engineer,3-5 years,Q7_Part_4,C
Taiwan,Master’s degree,Student,3-5 years,Q7_Part_4,C
United States of America,Master’s degree,Other,10-20 years,Q7_Part_4,C
"Iran, Islamic Republic of...",Bachelor’s degree,Software Engineer,10-20 years,Q7_Part_4,C
Romania,Bachelor’s degree,Data Analyst,3-5 years,Q7_Part_4,C
United States of America,Master’s degree,Currently not employed,< 1 years,Q7_Part_4,C
India,Master’s degree,Student,3-5 years,Q7_Part_4,C
Nepal,Bachelor’s degree,Student,1-2 years,Q7_Part_4,C
India,Bachelor’s degree,Student,< 1 years,Q7_Part_4,C
India,Master’s degree,Student,< 1 years,Q7_Part_4,C
United States of America,Bachelor’s degree,Currently not employed,3-5 years,Q7_Part_4,C
Netherlands,Master’s degree,Data Engineer,3-5 years,Q7_Part_4,C
India,Bachelor’s degree,Student,< 1 years,Q7_Part_4,C
India,Bachelor’s degree,Business Analyst,< 1 years,Q7_Part_4,C
"Iran, Islamic Republic of...",Doctoral degree,Software Engineer,3-5 years,Q7_Part_4,C
India,Bachelor’s degree,Data Engineer,5-10 years,Q7_Part_4,C
India,Some college/university study without earning a bachelor’s degree,Student,1-2 years,Q7_Part_4,C
Canada,Bachelor’s degree,Product/Project Manager,1-2 years,Q7_Part_4,C
India,Some college/university study without earning a bachelor’s degree,Student,3-5 years,Q7_Part_4,C
India,Bachelor’s degree,Student,1-2 years,Q7_Part_4,C
India,Bachelor’s degree,Student,1-2 years,Q7_Part_4,C
France,I prefer not to answer,Product/Project Manager,3-5 years,Q7_Part_4,C
Other,Master’s degree,Student,1-2 years,Q7_Part_4,C
Sri Lanka,Bachelor’s degree,Software Engineer,5-10 years,Q7_Part_4,C
India,Bachelor’s degree,Student,< 1 years,Q7_Part_4,C
Pakistan,Master’s degree,Software Engineer,3-5 years,Q7_Part_4,C
India,Bachelor’s degree,Student,1-2 years,Q7_Part_4,C
Japan,Bachelor’s degree,Machine Learning Engineer,10-20 years,Q7_Part_4,C
India,Master’s degree,Student,1-2 years,Q7_Part_4,C
India,Bachelor’s degree,Student,< 1 years,Q7_Part_4,C
India,Master’s degree,Student,3-5 years,Q7_Part_4,C
India,Bachelor’s degree,Student,1-2 years,Q7_Part_4,C
India,I prefer not to answer,Other,1-2 years,Q7_Part_4,C
Morocco,Master’s degree,Currently not employed,5-10 years,Q7_Part_4,C
Tunisia,Professional degree,Machine Learning Engineer,1-2 years,Q7_Part_4,C
Morocco,No formal education past high school,Machine Learning Engineer,3-5 years,Q7_Part_4,C
Other,Master’s degree,Other,3-5 years,Q7_Part_4,C
Italy,Doctoral degree,Other,10-20 years,Q7_Part_4,C
Ukraine,Professional degree,Research Scientist,5-10 years,Q7_Part_4,C
Other,Bachelor’s degree,Data Engineer,20+ years,Q7_Part_4,C
India,I prefer not to answer,Currently not employed,5-10 years,Q7_Part_4,C
Taiwan,Professional degree,Research Scientist,20+ years,Q7_Part_4,C
Sri Lanka,Master’s degree,Student,< 1 years,Q7_Part_4,C
India,Master’s degree,Student,1-2 years,Q7_Part_4,C
Bangladesh,Master’s degree,Currently not employed,3-5 years,Q7_Part_4,C
Malaysia,Doctoral degree,Research Scientist,10-20 years,Q7_Part_4,C
India,Some college/university study without earning a bachelor’s degree,Student,< 1 years,Q7_Part_4,C
Brazil,Professional degree,Business Analyst,5-10 years,Q7_Part_4,C
Greece,Master’s degree,Business Analyst,20+ years,Q7_Part_4,C
India,Bachelor’s degree,Other,5-10 years,Q7_Part_4,C
Brazil,Doctoral degree,Data Scientist,5-10 years,Q7_Part_4,C
India,Bachelor’s degree,Student,3-5 years,Q7_Part_4,C
India,Master’s degree,Research Scientist,3-5 years,Q7_Part_4,C
South Korea,Professional degree,Currently not employed,10-20 years,Q7_Part_4,C
Viet Nam,Bachelor’s degree,Software Engineer,3-5 years,Q7_Part_4,C
India,Bachelor’s degree,Student,1-2 years,Q7_Part_4,C
India,Bachelor’s degree,Student,3-5 years,Q7_Part_4,C
India,Bachelor’s degree,Software Engineer,3-5 years,Q7_Part_4,C
Russia,Some college/university study without earning a bachelor’s degree,Software Engineer,< 1 years,Q7_Part_4,C
India,Some college/university study without earning a bachelor’s degree,Student,1-2 years,Q7_Part_4,C
India,Master’s degree,Software Engineer,3-5 years,Q7_Part_4,C
India,Master’s degree,Research Scientist,3-5 years,Q7_Part_4,C
India,Master’s degree,Data Analyst,1-2 years,Q7_Part_4,C
Russia,Bachelor’s degree,Software Engineer,3-5 years,Q7_Part_4,C
Taiwan,Bachelor’s degree,Student,3-5 years,Q7_Part_4,C
India,Bachelor’s degree,Currently not employed,3-5 years,Q7_Part_4,C
Morocco,Master’s degree,Student,3-5 years,Q7_Part_4,C
Germany,Doctoral degree,Research Scientist,5-10 years,Q7_Part_4,C
Turkey,Master’s degree,Machine Learning Engineer,5-10 years,Q7_Part_4,C
India,Bachelor’s degree,Student,< 1 years,Q7_Part_4,C
India,Bachelor’s degree,Other,3-5 years,Q7_Part_4,C
India,Some college/university study without earning a bachelor’s degree,Student,< 1 years,Q7_Part_4,C
South Korea,Some college/university study without earning a bachelor’s degree,Data Analyst,< 1 years,Q7_Part_4,C
Australia,Master’s degree,Software Engineer,20+ years,Q7_Part_4,C
India,Master’s degree,Student,1-2 years,Q7_Part_4,C
India,Bachelor’s degree,Currently not employed,1-2 years,Q7_Part_4,C
Ukraine,Master’s degree,Student,3-5 years,Q7_Part_4,C
India,Bachelor’s degree,Data Analyst,1-2 years,Q7_Part_4,C
India,Bachelor’s degree,Student,< 1 years,Q7_Part_4,C
India,Bachelor’s degree,Currently not employed,< 1 years,Q7_Part_4,C
India,Bachelor’s degree,Student,1-2 years,Q7_Part_4,C
India,Bachelor’s degree,Student,< 1 years,Q7_Part_4,C
Tunisia,Master’s degree,Student,3-5 years,Q7_Part_4,C
Republic of Korea,Bachelor’s degree,Business Analyst,10-20 years,Q7_Part_4,C
Japan,Master’s degree,Product/Project Manager,< 1 years,Q7_Part_4,C
United States of America,Some college/university study without earning a bachelor’s degree,Currently not employed,3-5 years,Q7_Part_4,C
"Iran, Islamic Republic of...",Doctoral degree,Machine Learning Engineer,10-20 years,Q7_Part_4,C
India,Bachelor’s degree,Data Analyst,1-2 years,Q7_Part_4,C
India,Bachelor’s degree,Student,< 1 years,Q7_Part_4,C
Morocco,Master’s degree,Data Scientist,5-10 years,Q7_Part_4,C
India,Master’s degree,Data Analyst,3-5 years,Q7_Part_4,C
India,Bachelor’s degree,Student,< 1 years,Q7_Part_4,C
Tunisia,I prefer not to answer,Student,3-5 years,Q7_Part_4,C
India,Bachelor’s degree,Data Analyst,1-2 years,Q7_Part_4,C
Chile,Master’s degree,Machine Learning Engineer,5-10 years,Q7_Part_4,C
Egypt,Master’s degree,Data Analyst,3-5 years,Q7_Part_4,C
Other,Master’s degree,Data Engineer,3-5 years,Q7_Part_4,C
India,Bachelor’s degree,Student,1-2 years,Q7_Part_4,C
India,Bachelor’s degree,Student,1-2 years,Q7_Part_4,C
Other,Master’s degree,Other,20+ years,Q7_Part_4,C
Tunisia,Bachelor’s degree,Data Scientist,3-5 years,Q7_Part_4,C
India,Bachelor’s degree,Student,3-5 years,Q7_Part_4,C
China,Bachelor’s degree,Student,< 1 years,Q7_Part_4,C
India,Master’s degree,Software Engineer,1-2 years,Q7_Part_4,C
Ukraine,Doctoral degree,Research Scientist,20+ years,Q7_Part_4,C
Taiwan,Master’s degree,Student,< 1 years,Q7_Part_4,C
Bangladesh,Master’s degree,Currently not employed,5-10 years,Q7_Part_4,C
India,Bachelor’s degree,Student,5-10 years,Q7_Part_4,C
India,Professional degree,Software Engineer,10-20 years,Q7_Part_4,C
India,Bachelor’s degree,Student,3-5 years,Q7_Part_4,C
India,Master’s degree,Data Scientist,3-5 years,Q7_Part_4,C
India,Bachelor’s degree,Student,< 1 years,Q7_Part_4,C
India,Bachelor’s degree,Student,1-2 years,Q7_Part_4,C
India,Bachelor’s degree,Student,1-2 years,Q7_Part_4,C
Other,Master’s degree,Other,5-10 years,Q7_Part_4,C
Egypt,Master’s degree,Software Engineer,3-5 years,Q7_Part_4,C
India,Master’s degree,Student,< 1 years,Q7_Part_4,C
Ukraine,Bachelor’s degree,Other,1-2 years,Q7_Part_4,C
Thailand,Bachelor’s degree,Software Engineer,3-5 years,Q7_Part_4,C
India,Bachelor’s degree,Currently not employed,1-2 years,Q7_Part_4,C
India,Bachelor’s degree,Student,3-5 years,Q7_Part_4,C
Tunisia,Bachelor’s degree,Other,3-5 years,Q7_Part_4,C
Ukraine,Doctoral degree,Data Scientist,10-20 years,Q7_Part_4,C
India,Bachelor’s degree,Student,3-5 years,Q7_Part_4,C
Egypt,Bachelor’s degree,Business Analyst,3-5 years,Q7_Part_4,C
Other,Bachelor’s degree,Student,1-2 years,Q7_Part_4,C
Morocco,Master’s degree,DBA/Database Engineer,3-5 years,Q7_Part_4,C
Canada,Bachelor’s degree,Machine Learning Engineer,5-10 years,Q7_Part_4,C
Bangladesh,Bachelor’s degree,Student,1-2 years,Q7_Part_4,C
Pakistan,Doctoral degree,Other,1-2 years,Q7_Part_4,C
Romania,Some college/university study without earning a bachelor’s degree,Student,3-5 years,Q7_Part_4,C
India,Bachelor’s degree,Software Engineer,3-5 years,Q7_Part_4,C
India,Master’s degree,Data Analyst,3-5 years,Q7_Part_4,C
United States of America,Some college/university study without earning a bachelor’s degree,Software Engineer,20+ years,Q7_Part_4,C
India,Bachelor’s degree,Student,5-10 years,Q7_Part_4,C
India,Bachelor’s degree,Student,3-5 years,Q7_Part_4,C
India,Bachelor’s degree,Student,3-5 years,Q7_Part_4,C
Tunisia,Master’s degree,Data Scientist,< 1 years,Q7_Part_4,C
India,Master’s degree,Student,1-2 years,Q7_Part_4,C
United States of America,Some college/university study without earning a bachelor’s degree,Student,< 1 years,Q7_Part_4,C
India,Master’s degree,Other,3-5 years,Q7_Part_4,C
India,Master’s degree,Student,3-5 years,Q7_Part_4,C
India,Some college/university study without earning a bachelor’s degree,Student,5-10 years,Q7_Part_4,C
France,Doctoral degree,Research Scientist,3-5 years,Q7_Part_4,C
Brazil,Bachelor’s degree,Currently not employed,5-10 years,Q7_Part_4,C
Other,Master’s degree,Machine Learning Engineer,1-2 years,Q7_Part_4,C
India,Bachelor’s degree,Data Scientist,3-5 years,Q7_Part_4,C
Turkey,Doctoral degree,Machine Learning Engineer,10-20 years,Q7_Part_4,C
India,Doctoral degree,Other,20+ years,Q7_Part_4,C
Republic of Korea,Master’s degree,Data Analyst,< 1 years,Q7_Part_4,C
India,Master’s degree,Software Engineer,5-10 years,Q7_Part_4,C
Russia,Master’s degree,Student,< 1 years,Q7_Part_4,C
